イディルシャイアのイロアズは、冒険者に興味があるようだ。			イディルシャイアのイロアズは、冒険者に興味があるようだ。			イシュガルドのモブハント（上級）							
な、なんだ貴様ら、眺めてばかりで！何か言ったらどうだ！素顔の我は、ダンディーだろうにッ！			な、なんだ貴様ら、眺めてばかりで！何か言ったらどうだ！素顔の我は、ダンディーだろうにッ！			崖っぷち亭に迫る影							
改めて礼を言うぞ、Forenameよ！			改めて礼を言うぞ、Forenameよ！			崖っぷち亭に迫る影							
……うん？ブルガンが気になるか？			……うん？ブルガンが気になるか？			崖っぷち亭に迫る影							
心配はいらぬ。奴は上に立つ者として才のある、誇り高きアダルキム族の男。いつも冷静沈着な奴のようになりたいと、幾度となく思ったものだ。			心配はいらぬ。奴は上に立つ者として才のある、誇り高きアダルキム族の男。いつも冷静沈着な奴のようになりたいと、幾度となく思ったものだ。			崖っぷち亭に迫る影							
あいつが族長に就任した日には、祝い酒でも持っていくとしよう。その時は、貴様にも我の故郷を紹介したいものだなぁ！			あいつが族長に就任した日には、祝い酒でも持っていくとしよう。その時は、貴様にも我の故郷を紹介したいものだなぁ！			崖っぷち亭に迫る影							
うむ、何はともあれ！これで、我も堂々とこの地に腰を据えることができる！			うむ、何はともあれ！これで、我も堂々とこの地に腰を据えることができる！			崖っぷち亭に迫る影							
さあ、今日からまた、いつもの「崖っぷち亭」に戻るぞ！			さあ、今日からまた、いつもの「崖っぷち亭」に戻るぞ！			崖っぷち亭に迫る影							
貴様のおかげで、黒字化まであと僅かなのだ。そこで、今度は店の備品の調達を手伝って貰いたい！「崖っぷち亭の備品」の調達を頼んだぞ、我が相棒よ！			貴様のおかげで、黒字化まであと僅かなのだ。そこで、今度は店の備品の調達を手伝って貰いたい！「崖っぷち亭の備品」の調達を頼んだぞ、我が相棒よ！			崖っぷち亭に迫る影							
イディルシャイアのスローフィクスは、都市の運営について悩んでいる。			イディルシャイアのスローフィクスは、都市の運営について悩んでいる。			相談役捜索ゴブ！							
スローフィクスからドリップウィクスを探すよう頼まれた。行き先はミッドナイト・デューが知っているらしい。イディルシャイアの「ミッドナイト・デュー」と話そう。			スローフィクスからドリップウィクスを探すよう頼まれた。行き先はミッドナイト・デューが知っているらしい。イディルシャイアの「ミッドナイト・デュー」と話そう。			相談役捜索ゴブ！							
ミッドナイト・デューから、ドリップウィクスが大工房アーキテクトンへ向かったことを聞いた。低地ドラヴァニアの大工房アーキテクトン付近で「ドリップウィクス」を探そう。			ミッドナイト・デューから、ドリップウィクスが大工房アーキテクトンへ向かったことを聞いた。低地ドラヴァニアの大工房アーキテクトン付近で「ドリップウィクス」を探そう。			相談役捜索ゴブ！							
ドリップウィクスは、「青の手」に囲まれていた。妨害を退けて、「ドリップウィクス」を救助しよう。			ドリップウィクスは、「青の手」に囲まれていた。妨害を退けて、「ドリップウィクス」を救助しよう。			相談役捜索ゴブ！							
ドリップウィクスを救助した。彼は助けてくれた冒険者に、とても感謝していた。			ドリップウィクスを救助した。彼は助けてくれた冒険者に、とても感謝していた。			相談役捜索ゴブ！							
ミッドナイト・デューと話す			ミッドナイト・デューと話す			相談役捜索ゴブ！							
大工房アーキテクトン付近でドリップウィクスを探す			大工房アーキテクトン付近でドリップウィクスを探す			相談役捜索ゴブ！							
ドリップウィクスを救助			ドリップウィクスを救助			相談役捜索ゴブ！							
シュコォ……シュコォ……近ごろ　問題　増えてきたなんでか　なんだか　ちょい不安！			シュコォ……シュコォ……近ごろ　問題　増えてきたなんでか　なんだか　ちょい不安！			相談役捜索ゴブ！							
誰かに　相談　したいゴブ！こういうときは　頭のいいやつ「ドリップウィクス」に　相談ゴブ！			誰かに　相談　したいゴブ！こういうときは　頭のいいやつ「ドリップウィクス」に　相談ゴブ！			相談役捜索ゴブ！							
だけど　あいつ　見当たらない！ちょっと　探して　ほしいゴブ！「ミッドナイト・デュー」なら　たぶん　知ってるゴブ！			だけど　あいつ　見当たらない！ちょっと　探して　ほしいゴブ！「ミッドナイト・デュー」なら　たぶん　知ってるゴブ！			相談役捜索ゴブ！							
